,0
0.1,0.208658096769
0.35,0.208703894513
0.6,0.211984884802
0.85,0.226943331043
1.1,0.255306332365
1.35,0.293985111158
1.6,0.338256157234
1.85,0.383317287364
2.1,0.425615087652
2.35,0.463249562829
2.6,0.495641896457
2.85,0.523002044136
3.1,0.545901092008
3.35,0.56501157621
3.6,0.580977697413
3.85,0.594363417277
4.1,0.60564052296
4.35,0.61519445685
4.6,0.623336450697
4.85,0.630316631349
5.1,0.636335921545
5.35,0.641556061864
5.6,0.646107735521
5.85,0.65009702484
6.1,0.653610490507
6.35,0.656719150422
6.6,0.659481594503
6.85,0.661946427019
7.1,0.664154187514
7.35,0.666138867633
7.6,0.66792911433
7.85,0.669549188952
8.1,0.671019735585
8.35,0.672358399762
8.6,0.67358032919
8.85,0.67469858105
9.1,0.675724454921
9.35,0.67666776623
9.6,0.677537071884
9.85,0.678339857298
10.1,0.679082692095
10.35,0.679771360273
10.6,0.680410969472
10.85,0.681006043043
11.1,0.681560597935
11.35,0.682078210814
11.6,0.682562074386
11.85,0.683015045545
12.1,0.683439686662
12.35,0.683838301097
12.6,0.684212963847
12.85,0.684565548062
13.1,0.684897748051
13.35,0.685211099309
13.6,0.685506995972
13.85,0.685786706098
14.1,0.686051385053
14.35,0.686302087278
14.6,0.686539776649
14.85,0.686765335623
15.1,0.68697957333
15.35,0.687183232742
15.6,0.687376997041
15.85,0.687561495285
16.1,0.687737307457
16.35,0.68790496898
16.6,0.688064974752
16.85,0.688217782761
17.1,0.688363817332
17.35,0.688503472047
17.6,0.688637112376
17.85,0.688765078042
18.1,0.688887685167
18.35,0.689005228208
18.6,0.689117981708
18.85,0.689226201893
19.1,0.68933012811
19.35,0.689429984147
19.6,0.689525979425
19.85,0.689618310091
20.1,0.689707160012
20.35,0.689792701687
20.6,0.689875097076
20.85,0.689954498363
21.1,0.690031048655
21.35,0.690104882623
21.6,0.690176127091
21.85,0.690244901577
22.1,0.690311318791
22.35,0.690375485096
22.6,0.690437500932
22.85,0.690497461205
23.1,0.690555455649
23.35,0.690611569161
23.6,0.690665882108
23.85,0.690718470618
24.1,0.690769406841
24.35,0.690818759195
24.6,0.690866592601
24.85,0.690912968688
