,0
0.1,3.69633564231e-30
0.35,1.9791170685e-06
0.6,0.00923441024105
0.85,0.234631040044
1.1,1.18989855366
1.35,2.87893143791
1.6,4.50596971262
1.85,5.34797801523
2.1,5.39011225519
2.35,5.00279671528
2.6,4.49758362189
2.85,4.02302379737
3.1,3.62361827413
3.35,3.3002913928
3.6,3.04114463884
3.85,2.83307194762
4.1,2.66505144601
4.35,2.52851841174
4.6,2.41694308387
4.85,2.32532051376
5.1,2.24975814102
5.35,2.18717924479
5.6,2.13511787224
5.85,2.09157744008
6.1,2.05493144655
6.35,2.02385155329
6.6,1.9972535263
6.85,1.97425507398
7.1,1.95414189499
7.35,1.93633965619
7.6,1.92039047413
7.85,1.90593298202
8.1,1.89268536351
8.35,1.88043090903
8.6,1.86900575419
8.85,1.85828851943
9.1,1.84819161128
9.35,1.83865397069
9.6,1.82963507615
9.85,1.82111002761
10.1,1.81306555351
10.35,1.80549680035
10.6,1.79840477946
10.85,1.79179436081
11.1,1.78567271812
11.35,1.78004814221
11.6,1.7749291525
11.85,1.77032384688
12.1,1.76623944002
12.35,1.76268194908
12.6,1.75965599289
12.85,1.75716467729
13.1,1.75520954448
13.35,1.75379056921
13.6,1.75290618787
13.85,1.75255335026
14.1,1.75272758571
14.35,1.75342307805
14.6,1.75463274455
14.85,1.75634831629
15.1,1.75856041757
15.35,1.76125864315
15.6,1.76443163258
15.85,1.76806714119
16.1,1.77215210773
16.35,1.77667271876
16.6,1.78161447003
16.85,1.78696222512
17.1,1.79270027168
17.35,1.79881237572
17.6,1.80528183389
17.85,1.81209152453
18.1,1.81922395725
18.35,1.8266613214
18.6,1.83438553367
18.85,1.84237828468
19.1,1.85062108482
19.35,1.85909530917
19.6,1.86778224167
19.85,1.87666311828
20.1,1.88571916937
20.35,1.89493166093
20.6,1.90428193478
20.85,1.91375144752
21.1,1.9233218083
21.35,1.93297481507
21.6,1.94269248952
21.85,1.95245711031
22.1,1.96225124481
22.35,1.97205777902
22.6,1.98185994582
22.85,1.99164135136
23.1,2.00138599956
23.35,2.0110783148
23.6,2.02070316266
23.85,2.03024586872
24.1,2.03969223546
24.35,2.04902855732
24.6,2.05824163372
24.85,2.06731878039
