0,1,2
-100.0,49474.9582222,4843.0
272.0,49450.7022103,0.0
280.0,49449.3623055,0.0
-96.0,49480.7358712,157.0
-92.0,49484.9842537,0.0
252.0,49458.9619759,0.0
264.0,49455.6793831,0.0
260.0,49455.566346,0.0
236.0,49463.4392098,0.0
224.0,49466.7947396,0.0
220.0,49467.9099129,0.0
212.0,49470.1248787,0.0
200.0,49473.3051766,0.0
204.0,49472.3054207,0.0
188.0,49476.5121468,0.0
168.0,49481.64618,0.0
148.0,49486.679261,0.0
140.0,49488.6276253,0.0
-88.0,49488.2550057,0.0
-84.0,49490.9040535,0.0
-80.0,49493.3703621,0.0
-76.0,49495.5916756,0.0
-72.0,49497.613282,0.0
-68.0,49499.385804,0.0
-64.0,49500.9180306,0.0
128.0,49491.5223397,0.0
136.0,49489.6140145,0.0
104.0,49497.0050057,0.0
-60.0,49502.2760018,0.0
-56.0,49503.58368,0.0
-52.0,49504.6248177,0.0
-44.0,49506.4375618,0.0
-48.0,49505.5474251,0.0
-36.0,49507.8677986,0.0
-40.0,49507.1863411,0.0
-32.0,49508.4062508,0.0
-28.0,49508.8360604,0.0
52.0,49506.0972298,0.0
56.0,49505.5650643,0.0
36.0,49507.9886483,0.0
-24.0,49509.2283943,0.0
-20.0,49509.5339974,0.0
-8.0,49510.0883187,0.0
-16.0,49509.7626351,0.0
-12.0,49509.9360359,0.0
-4.0,49510.1434944,0.0
28.0,49508.8117684,0.0
20.0,49509.3494881,0.0
8.0,49509.9786995,0.0
4.0,49510.0754402,0.0
0.0,49510.1455696,0.0
12.0,49509.8424691,0.0
16.0,49509.6482552,0.0
24.0,49509.0896614,0.0
32.0,49508.4353035,0.0
40.0,49507.5596932,0.0
44.0,49507.0881356,0.0
48.0,49506.595887,0.0
60.0,49504.9943856,0.0
64.0,49504.4064339,0.0
68.0,49503.7691658,0.0
72.0,49503.0701912,0.0
76.0,49502.3824471,0.0
80.0,49501.7352303,0.0
84.0,49500.9900521,0.0
88.0,49500.2636727,0.0
92.0,49499.4566658,0.0
96.0,49498.6735848,0.0
100.0,49497.8263558,0.0
108.0,49496.1009529,0.0
112.0,49495.1958016,0.0
116.0,49494.3451546,0.0
120.0,49493.36493,0.0
124.0,49492.4332894,0.0
132.0,49490.5302132,0.0
144.0,49487.6766365,0.0
152.0,49485.6533211,0.0
156.0,49484.7576302,0.0
160.0,49483.7152108,0.0
164.0,49482.6482552,0.0
172.0,49480.5869759,0.0
176.0,49479.5887459,0.0
180.0,49478.5969857,0.0
184.0,49477.5983284,0.0
192.0,49475.4041146,0.0
196.0,49474.3477181,0.0
208.0,49471.2149056,0.0
216.0,49469.0000618,0.0
228.0,49465.71222,0.0
232.0,49464.7125252,0.0
240.0,49462.2834481,0.0
244.0,49461.2807625,0.0
248.0,49459.758973,0.0
256.0,49457.9009407,0.0
268.0,49453.9926155,0.0
276.0,49452.1585091,0.0
288.0,49448.250367,0.0
300.0,49443.568116,0.0
