0,1,2
-20.0,1500.4124985,0.0
-22.0,1500.42776491,0.0
-18.0,1503.08191683,0.0
32.0,1500.48596194,0.0
24.0,1503.15579226,0.0
26.0,1502.21936037,0.0
18.0,1505.07060244,0.0
20.0,1504.58147433,0.0
14.0,1506.19058993,0.0
16.0,1505.479126,0.0
-8.0,1508.01879122,0.0
-16.0,1504.69166567,0.0
-14.0,1505.72689059,0.0
-12.0,1506.65595248,0.0
-2.0,1508.73491671,0.0
-10.0,1507.4408417,0.0
-6.0,1508.41389468,0.0
-4.0,1508.63849642,0.0
-0.0,1508.73518374,0.0
2.0,1508.67434695,0.0
4.0,1508.49367525,0.0
6.0,1508.25073244,0.0
8.0,1507.88249209,0.0
10.0,1507.39637759,0.0
12.0,1506.8292618,0.0
22.0,1503.89834597,0.0
28.0,1502.60274508,0.0
30.0,1501.79371645,0.0
38.0,1500.43675234,0.0
