,0
0.1,0.484278950353
0.35,0.484280743879
0.6,0.484408517068
0.85,0.484969164653
1.1,0.485940390368
1.35,0.487132963022
1.6,0.488407812253
1.85,0.489692460941
2.1,0.490954870686
2.35,0.49218351595
2.6,0.493376508373
2.85,0.494536182055
3.1,0.495666481718
3.35,0.496771726581
3.6,0.497856044658
3.85,0.498923135188
4.1,0.499976192125
4.35,0.501017905742
4.6,0.502050500474
4.85,0.503075787559
5.1,0.504095221411
5.35,0.50510995414
5.6,0.5061208855
5.85,0.507128707166
6.1,0.50813394105
6.35,0.509136971886
6.6,0.510138074519
6.85,0.511137436475
7.1,0.512135176406
7.35,0.513131358998
7.6,0.514126006911
7.85,0.515119110233
8.1,0.516110633912
8.35,0.51710052354
8.6,0.518088709832
8.85,0.519075112063
9.1,0.520059640696
9.35,0.521042199398
9.6,0.522022686573
9.85,0.523000996557
10.1,0.523977020545
10.35,0.524950647328
10.6,0.525921763908
10.85,0.526890256012
11.1,0.52785600854
11.35,0.528818905975
11.6,0.529778832757
11.85,0.530735673643
12.1,0.531689314047
12.35,0.532639640365
12.6,0.53358654029
12.85,0.53452990312
13.1,0.535469620044
13.35,0.536405584417
13.6,0.537337692024
13.85,0.538265841318
14.1,0.539189933647
14.35,0.540109873459
14.6,0.541025568484
14.85,0.541936929904
15.1,0.542843872489
15.35,0.543746314727
15.6,0.544644178925
15.85,0.545537391289
16.1,0.546425881991
16.35,0.547309585214
16.6,0.548188439179
16.85,0.549062386157
17.1,0.549931372465
17.35,0.550795348446
17.6,0.551654268441
17.85,0.552508090739
18.1,0.553356777526
18.35,0.554200294821
18.6,0.555038612396
18.85,0.555871703698
19.1,0.556699545759
19.35,0.557522119099
19.6,0.558339407627
19.85,0.559151398536
20.1,0.55995808219
20.35,0.56075945202
20.6,0.561555504404
20.85,0.562346238552
21.1,0.563131656392
21.35,0.563911762454
21.6,0.564686563748
21.85,0.565456069654
22.1,0.566220291799
22.35,0.56697924395
22.6,0.567732941896
22.85,0.56848140334
23.1,0.569224647786
23.35,0.569962696438
23.6,0.57069557209
23.85,0.571423299027
24.1,0.572145902927
24.35,0.572863410761
24.6,0.573575850706
24.85,0.574283252049
