0,1,2
-20.0,1474.15625002,0.0
-22.0,1473.97656252,0.0
-18.0,1477.06250002,0.0
32.0,1473.30468752,0.0
24.0,1476.04687502,0.0
26.0,1474.65625002,0.0
18.0,1478.21093752,0.0
20.0,1477.51562502,0.0
14.0,1479.64062502,0.0
16.0,1478.93750002,0.0
-8.0,1481.42187502,0.0
-16.0,1478.55468752,0.0
-14.0,1479.22656252,0.0
-12.0,1480.42187502,0.0
-2.0,1482.25000002,0.0
-10.0,1480.96875002,0.0
-6.0,1481.89062502,0.0
-4.0,1481.99218752,0.0
-0.0,1482.43750002,0.0
2.0,1482.16406252,0.0
4.0,1482.07812502,0.0
6.0,1481.71875002,0.0
8.0,1481.37500002,0.0
10.0,1481.07031252,0.0
12.0,1480.53125002,0.0
22.0,1476.94531252,0.0
28.0,1475.45312502,0.0
30.0,1474.64062502,0.0
38.0,1472.91406252,0.0
