,0
0.1,1.49742891156e-15
0.35,0.000313064401742
0.6,0.0124932135185
0.85,0.0449573050493
1.1,0.0812381200899
1.35,0.112160497553
1.6,0.136874903795
1.85,0.156916718436
2.1,0.17389792268
2.35,0.189020513347
2.6,0.203098897768
2.85,0.216666693966
3.1,0.230067430486
3.35,0.243517367052
3.6,0.257146946332
3.85,0.271028215828
4.1,0.285193366808
4.35,0.29964759645
4.6,0.314378229378
4.85,0.329361276493
5.1,0.344566169202
5.35,0.359959152438
5.6,0.375505669917
5.85,0.391171983932
6.1,0.406926213646
6.35,0.422738936072
6.6,0.438583464679
6.85,0.454435897585
7.1,0.470275008562
7.35,0.486082038204
7.6,0.501840429289
7.85,0.517535539122
8.1,0.533154352347
8.35,0.548685210222
8.6,0.564117566352
8.85,0.579441774286
9.1,0.594648909017
9.35,0.609730621929
9.6,0.624679027116
9.85,0.639486615992
10.1,0.654146196531
10.35,0.668650853329
10.6,0.682993924684
10.85,0.697168993186
11.1,0.711169886558
11.35,0.724990685964
11.6,0.738625739311
11.85,0.752069677549
12.1,0.765317432304
12.35,0.778364253518
12.6,0.791205726116
12.85,0.803837784931
13.1,0.81625672738
13.35,0.828459223552
13.6,0.840442323535
13.85,0.852203461911
14.1,0.863740459462
14.35,0.875051522197
14.6,0.886135237849
14.85,0.896990570053
15.1,0.90761685041
15.35,0.918013768679
15.6,0.928181361323
15.85,0.938119998662
16.1,0.947830370834
16.35,0.957313472797
16.6,0.966570588573
16.85,0.975603274928
17.1,0.984413344638
17.35,0.993002849534
17.6,1.00137406344
17.85,1.00952946512
18.1,1.01747172143
18.35,1.02520367064
18.6,1.03272830607
18.85,1.04004876025
19.1,1.04716828934
19.35,1.05409025824
19.6,1.06081812614
19.85,1.06735543268
20.1,1.07370578475
20.35,1.07987284388
20.6,1.08586031427
20.85,1.09167193147
21.1,1.09731145176
21.35,1.10278264207
21.6,1.10808927062
21.85,1.11323509817
22.1,1.11822386988
22.35,1.1230593078
22.6,1.12774510388
22.85,1.13228491363
23.1,1.13668235031
23.35,1.1409409796
23.6,1.14506431484
23.85,1.14905581274
24.1,1.15291886955
24.35,1.15665681766
24.6,1.16027292269
24.85,1.16377038086
