0,1,2
-20.0,1499.89257815,0.0
-22.0,1499.91497805,0.0
-18.0,1502.55242922,0.0
32.0,1499.96508791,0.0
24.0,1502.59448244,0.0
26.0,1501.70367434,0.0
18.0,1504.51293948,0.0
20.0,1504.0192261,0.0
14.0,1505.62664797,0.0
16.0,1504.92596438,0.0
-8.0,1507.48449709,0.0
-16.0,1504.15020754,0.0
-14.0,1505.18493655,0.0
-12.0,1506.10668948,0.0
-2.0,1508.18548586,0.0
-10.0,1506.90155032,0.0
-6.0,1507.87066653,0.0
-4.0,1508.09661867,0.0
-0.0,1508.19616701,0.0
2.0,1508.13720705,0.0
4.0,1507.95257571,0.0
6.0,1507.71362307,0.0
8.0,1507.33911135,0.0
10.0,1506.84771731,0.0
12.0,1506.26275637,0.0
22.0,1503.33312991,0.0
28.0,1502.03887942,0.0
30.0,1501.2694092,0.0
38.0,1499.92437746,0.0
