,0
0.1,2.78177793168e-33
0.35,5.4410676706e-09
0.6,4.47905048126e-05
0.85,0.00165429473902
1.1,0.0112220352171
1.35,0.0355075609969
1.6,0.0734972576097
1.85,0.117142170829
2.1,0.158513249175
2.35,0.193864502208
2.6,0.222811947483
2.85,0.246350320132
3.1,0.265685716705
3.35,0.281833411279
3.6,0.295558937998
3.85,0.307420832866
4.1,0.31782590864
4.35,0.32707375813
4.6,0.335388404801
4.85,0.342939988065
5.1,0.349859576356
5.35,0.356249411309
5.6,0.362190125629
5.85,0.36774593221
6.1,0.372968426477
6.35,0.37789941949
6.6,0.382573078413
6.85,0.387017561837
7.1,0.391256280095
7.35,0.395308873062
7.6,0.399191972578
7.85,0.402919799183
8.1,0.406504630485
8.35,0.40995716961
8.6,0.413286835593
8.85,0.41650199265
9.1,0.419610131543
9.35,0.422618013368
9.6,0.425531783851
9.85,0.428357064526
10.1,0.431099025768
10.35,0.433762445613
10.6,0.436351757415
10.85,0.438871088771
11.1,0.441324293569
11.35,0.443714978633
11.6,0.446046526121
11.85,0.448322112539
12.1,0.450544725085
12.35,0.452717175843
12.6,0.454842114244
12.85,0.456922038124
13.1,0.458959303619
13.35,0.460956134095
13.6,0.462914628265
13.85,0.464836767612
14.1,0.466724423213
14.35,0.468579362034
14.6,0.470403252769
14.85,0.472197671258
15.1,0.473964105537
15.35,0.47570396055
15.6,0.477418562551
15.85,0.479109163234
16.1,0.480776943594
16.35,0.48242301756
16.6,0.484048435408
16.85,0.48565418697
17.1,0.487241204661
17.35,0.48881036633
17.6,0.490362497962
17.85,0.491898376221
18.1,0.493418730869
18.35,0.494924247054
18.6,0.496415567483
18.85,0.497893294486
19.1,0.49935799199
19.35,0.500810187384
19.6,0.502250373315
19.85,0.503679009393
20.1,0.505096523826
20.35,0.506503314982
20.6,0.507899752892
20.85,0.50928618068
21.1,0.510662915949
21.35,0.512030252098
21.6,0.513388459599
21.85,0.514737787217
22.1,0.516078463183
22.35,0.517410696327
22.6,0.518734677161
22.85,0.520050578927
23.1,0.521358558598
23.35,0.522658757848
23.6,0.523951303975
23.85,0.525236310797
24.1,0.526513879506
24.35,0.527784099493
24.6,0.529047049132
24.85,0.530302796543
